FName(String),LName(String),Gender(String),AreaCode(String),Phone(String),City(String),State(String),Zip(String),MaritalStatus(String),HasChild(String),Salary(Integer),Rate(Double),SingleExemp(String),MarriedExemp(String),ChildExemp(String)
Namhee,Tretmans,M,856,1000018,MARLBORO,NJ,7746,M,N,81500,2.3699062,0,2000,0
Hachemi,Cicchetti,F,347,1000003,CLARENCE CENTER,NY,14032,M,Y,88500,4.466311,0,0,1000
Reza,Gusat,M,520,1000018,NAZLINI,AZ,86540,M,N,12000,2.9009998,0,4200,0
Hang,Katsaggelos,F,402,1000059,ALEXANDRIA,NE,68303,M,N,41000,6.84,0,206,0
Kyosun,Genin,M,717,1000005,GRATZ,PA,17030,S,Y,21500,3.07,0,0,0
Xuedong,Tichkiewitch,F,901,1000014,LAUREL BLOOMERY,TN,37680,S,Y,500,0.0,0,0,0
Pim,Evett,F,939,1000062,BAJADERO,PR,616,M,N,11500,0.0,0,0,0
Mabo,Coradeschi,M,931,1000013,WHITLEYVILLE,TN,38588,S,Y,85500,0.0,0,0,0
Hal,Waksman,M,939,1000063,CIDRA,PR,739,M,N,61000,0.0,0,0,0
Siddhartha,Yeom,M,434,1000016,MERRIFIELD,VA,22081,M,N,48000,5.75,0,1800,0
Seymour,Gurevitch,F,302,1000142,PORT PENN,DE,19731,S,Y,6500,2.3022728,110,0,110
Rabab,Kottkamp,F,970,1000033,COLORADO SPRINGS,CO,80942,S,N,35500,4.63,0,0,0
Jengwei,Sobalvarro,F,307,1000113,CHEYENNE,WY,82007,M,Y,48500,0.0,0,0,0
Sanza,Ziskin,M,407,1000005,CLEARWATER,FL,33758,S,Y,34000,0.0,0,0,0
Ronit,Turbyfill,F,301,1000020,WESTERNPORT,MD,21562,M,N,10500,4.75,0,4800,0
Lulu,Joseloff,F,509,1000019,VANCOUVER,WA,98682,S,Y,12000,0.0,0,0,0
Theron,Rekhter,F,913,1000020,MOUNT HOPE,KS,67108,S,Y,67000,6.45,2250,0,2250
Chandrakant,Kunchithapadam,F,727,1000007,HAMPTON,FL,32044,S,Y,11500,0.0,0,0,0
Bay,Fecht,F,218,1000018,MCINTOSH,MN,56556,M,N,51000,6.977001,0,6600,0
Kenny,Dienes,F,248,1000010,ROYAL OAK,MI,48067,S,Y,41500,3.9,3100,0,3100
Marlo,Doszkocs,F,405,1000042,MARLAND,OK,74644,S,Y,15000,6.25,1000,0,1000
Katsuo,Lafond,F,479,1000030,MELBOURNE,AR,72556,S,Y,84500,7.0,20,0,20
Euji,Sidhu,M,561,1000008,HOMESTEAD,FL,33039,M,N,93000,0.0,0,0,0
Jaan,Desel,M,919,1000015,WHITTIER,NC,28789,M,N,15000,6.0472026,0,6600,0
Souji,Mikki,M,503,1000038,SWISSHOME,OR,97480,M,N,68500,9.0,0,318,0
Jarallah,Girgensohn,M,775,1000037,INCLINE VILLAGE,NV,89452,M,N,24500,0.0,0,0,0
Fabricio,Balluchi,M,502,1000033,CALVERT CITY,KY,42029,S,Y,54000,4.833333,20,0,20
Ryouichi,Leijenhorst,M,907,1000103,STERLING,AK,99672,S,Y,13000,0.0,0,0,0
Jayanti,Munawer,M,801,1000041,MORONI,UT,84646,S,Y,86500,7.0,2475,0,2475
Sachem,Dustdar,F,202,1000118,WASHINGTON,DC,20502,S,Y,90000,9.0,1370,0,1370
Sahar,Stage,F,917,1000003,BAYPORT,NY,11705,S,Y,96000,4.509756,0,0,1000
Sadamu,Abandah,F,769,1000035,LAMBERT,MS,38643,S,Y,77000,5.0,6000,0,1500
Gianni,Wohr,M,269,1000012,LUNA PIER,MI,48157,S,Y,77500,3.9,3100,0,3100
Elan,Liscouet,F,559,1000019,LAKE ELSINORE,CA,92530,S,Y,35000,7.7709284,87,0,272
Averill,Avritzer,M,865,1000015,CHATTANOOGA,TN,37450,S,Y,26500,0.0,0,0,0
Adrijana,Supornpaibul,M,484,1000005,BOVARD,PA,15619,S,Y,63500,3.07,0,0,0
Jianchen,Srivastava,M,971,1000032,WARRENTON,OR,97146,S,Y,25500,9.0,159,0,159
Thanasis,Balsters,M,203,1000046,NORWALK,CT,6855,S,Y,97000,5.0,12750,0,0
Xiaomei,Prete,M,502,1000034,FRANKFORT,KY,40604,M,N,36000,3.8333335,0,40,0
Atreye,Dierolf,M,781,1000006,SPRINGFIELD,MA,1115,M,N,57000,5.3,0,7150,0
Gwendal,Batzoglou,F,413,1000010,SPRINGFIELD,MA,1101,M,N,85500,5.3,0,7150,0
Chams,Shinomoto,M,505,1000100,PENA BLANCA,NM,87041,S,Y,75500,5.3,3300,0,3300
Yoshimitsu,Takiguchi,F,713,1000004,WALLISVILLE,TX,77597,M,N,49000,0.0,0,0,0
Vesa,O'Young,M,302,1000143,WILMINGTON,DE,19886,M,Y,4000,2.2,0,220,110
Slim,Jereb,F,334,1000026,TROY,AL,36082,M,N,41500,5.0,0,3000,0
Mehdi,Shyamasundar,M,720,1000032,JOES,CO,80822,M,N,22500,4.63,0,0,0
Fabio,Kleinjohann,F,305,1000008,JACKSONVILLE,FL,32223,M,N,42000,0.0,0,0,0
Yongge,Lomanto,F,602,1000015,LAKE HAVASU CITY,AZ,86403,M,N,12500,2.9087498,0,4200,0
Klaudia,Sugawara,F,862,1000007,ROCKAWAY,NJ,7866,M,Y,98000,2.630125,0,2000,1500
Dingchao,Niemeier,M,307,1000114,FOUR CORNERS,WY,82715,M,N,80500,0.0,0,0,0
Martti,Laube,F,336,1000006,EDNEYVILLE,NC,28727,M,N,11000,6.0,0,6600,0
Rune,Meiming,F,636,1000010,EAST LYNNE,MO,64743,M,N,9500,6.0,0,4200,0
Stafford,Abouzahra,F,505,1000101,BENT,NM,88314,S,Y,24500,5.3,3300,0,3300
Janathan,Anguita,M,586,1000008,ASHLEY,MI,48806,S,Y,92500,3.9,3100,0,3100
Cormac,Baz,M,330,1000016,HILLIARD,OH,43026,S,Y,96000,3.7327332,1300,0,1300
Rudie,Belzer,M,769,1000036,STATE LINE,MS,39362,S,Y,95500,5.0,6000,0,1500
Zhenhua,Creveuil,M,304,1000099,PREMIER,WV,24878,S,Y,83500,6.5,2000,0,2000
Giandomenico,Kroeker,M,304,1000100,CHARLESTON,WV,25337,S,Y,100000,6.5,2000,0,2000
Xiaoping,Werling,F,304,1000101,CAMP CREEK,WV,25820,M,N,74500,6.5,0,4000,0
Ettore,Clack,F,813,1000007,OVIEDO,FL,32762,S,Y,32500,0.0,0,0,0
Edwin,Sakagami,M,321,1000007,MIRAMAR BEACH,FL,32550,M,N,94500,0.0,0,0,0
Von,Morisue,F,786,1000010,VALRICO,FL,33595,M,N,84000,0.0,0,0,0
Schuyler,Benanav,F,269,1000013,ALGER,MI,48610,S,Y,3000,3.9,3100,0,3100
Golgen,Ber,F,325,1000005,FLINT,TX,75762,M,N,76500,0.0,0,0,0
Parick,Baudin,M,720,1000033,ATWOOD,CO,80722,S,Y,1500,4.63,0,0,0
Aravind,Dolken,F,541,1000029,PORTLAND,OR,97271,S,Y,18000,9.0,159,0,159
Vitor,Rousset,F,682,1000000,BLOOMING GROVE,TX,76626,M,Y,34000,0.0,0,0,0
Keri,Brennan,M,516,1000007,NIAGARA FALLS,NY,14305,S,Y,26500,4.107165,0,0,1000
Koral,Donath,M,907,1000104,FAIRBANKS,AK,99790,S,Y,2500,0.0,0,0,0
Vojin,Auletta,M,425,1000024,SEAVIEW,WA,98644,S,Y,2000,0.0,0,0,0
Avishai,Widenauer,F,618,1000015,GOODWINE,IL,60939,M,N,50500,3.0,0,4000,0
Laila,Polster,F,559,1000020,FRESNO,CA,93745,S,Y,57500,9.3,87,0,272
Stanislav,Epstein,F,580,1000034,MAY,OK,73851,M,N,44000,6.25,0,2000,0
Bryant,Luesebrink,F,302,1000144,DOVER,DE,19906,M,N,38000,4.45,0,220,0
Oksana,Philipp,F,269,1000014,PORTLAND,MI,48875,S,Y,58500,3.9,3100,0,3100
Nobuaki,Zarate,F,307,1000115,WAPITI,WY,82450,M,N,30000,0.0,0,0,0
Michee,Gutman,M,440,1000006,SHILOH,OH,44878,M,N,12500,0.9609616,0,2600,0
Maharaj,Birrer,F,401,1000099,GREENVILLE,RI,2828,M,N,59000,0.0,0,0,0
Lundy,Reddi,F,239,1000008,DAYTONA BEACH,FL,32115,S,Y,74000,0.0,0,0,0
Regis,Milne,M,870,1000035,EUDORA,AR,71640,S,Y,21000,5.2072425,20,0,20
Aiqun,Dimakopoulos,F,918,1000030,PORTER,OK,74454,M,N,71000,6.25,0,2000,0
Amihai,Piney,F,201,1000009,FRANKLIN,NJ,7416,M,N,41500,1.7390729,0,2000,0
Rune,Lutz,F,786,1000011,ORLANDO,FL,32808,M,N,45500,0.0,0,0,0
Pierangela,Pinto,F,201,1000010,LAKE HIAWATHA,NJ,7034,M,N,82500,2.385677,0,2000,0
Hartmit,Billawala,F,848,1000006,MONTAGUE,NJ,7827,S,Y,89500,2.4960728,1000,0,1500
Noppanunt,Malabarba,M,870,1000036,MARIANNA,AR,72360,M,N,86500,7.0,0,40,0
Liangwei,Reiprich,M,218,1000019,ESSIG,MN,56030,M,N,19000,5.35,0,6600,0
Nuno,Bau,M,870,1000037,BLACK OAK,AR,72414,S,Y,91000,7.0,20,0,20
Husam,Mindt,M,651,1000016,SPRING GROVE,MN,55974,S,Y,97500,7.85,3300,0,3300
Janyce,Waumans,M,787,1000041,TRUJILLO ALTO,PR,977,M,Y,72500,0.0,0,0,0
King,Bultheel,F,256,1000023,PELHAM,AL,35124,M,N,63500,5.0,0,3000,0
Mooi,Rivero,F,919,1000016,WARNE,NC,28909,S,N,51000,6.8024473,3300,0,0
Shiou,Takalo,F,401,1000100,NORTH PROVIDENCE,RI,2911,M,N,93000,0.0,0,0,0
Zvonko,Renz,F,860,1000051,NORWALK,CT,6854,M,N,54500,5.0,0,24500,0
Houssem,Wadel,M,870,1000038,JUDSONIA,AR,72081,M,N,84000,7.0,0,40,0
Katerina,Castel,M,307,1000116,LA BARGE,WY,83123,M,N,57000,0.0,0,0,0
Femke,Bashandy,F,865,1000016,OLD HICKORY,TN,37138,S,Y,11000,0.0,0,0,0
Florence,Rivero,M,212,1000004,ARKPORT,NY,14807,M,N,84000,4.4402437,0,0,0
Adegbemiga,Asuru,F,860,1000052,WEST HARTFORD,CT,6137,S,N,80500,5.0,12750,0,0
Joycelyne,Rael,F,828,1000011,MONTREAT,NC,28757,M,N,51000,6.8024473,0,6600,0
Shish,Vazquez,M,301,1000021,MOUNT SAVAGE,MD,21545,S,N,59500,4.75,2400,0,0
Sydney,Breuleux,F,928,1000025,TUCSON,AZ,85701,S,Y,91000,4.1254997,2100,0,2300
Aharon,Mahafzah,M,206,1000016,EVERETT,WA,98208,M,N,10500,0.0,0,0,0
Mohsin,Karlapalem,M,520,1000019,MAYER,AZ,86333,M,N,60500,3.65275,0,4200,0
Uchang,Millington,M,731,1000026,MEMPHIS,TN,38142,M,N,76500,0.0,0,0,0
Shailendra,Bast,F,708,1000007,LAKE IN THE HILLS,IL,60156,S,Y,86000,3.0,2000,0,2000
Rajaraman,Sahulka,M,931,1000014,ARTHUR,TN,37707,S,Y,3000,0.0,0,0,0
Renato,Hohberg,M,769,1000037,SUMNER,MS,38957,M,N,27000,5.0,0,12000,0
Yosee,Bear,M,808,1000089,WAIMANALO,HI,96795,M,N,23500,5.2756577,0,2080,0
Arnaud,Yemeni,F,402,1000060,DAKOTA CITY,NE,68731,M,N,69000,6.84,0,206,0
Okan,Cappelli,F,405,1000043,OKLAHOMA CITY,OK,73130,M,N,56500,6.25,0,2000,0
Kwee,Rachel,F,802,1000098,HIGHGATE SPRINGS,VT,5460,M,N,10000,3.6,0,6600,0
Yacoub,Verhoeff,M,307,1000117,HILLSDALE,WY,82060,M,N,56500,0.0,0,0,0
Guoren,Muluszynski,M,712,1000018,CENTER POINT,IA,52213,M,N,24000,3.8691645,0,80,0
Snehamay,Cantwell,M,702,1000058,OROVADA,NV,89425,S,Y,22500,0.0,0,0,0
Polly,Motley,F,775,1000038,HENDERSON,NV,89014,M,N,76500,0.0,0,0,0
Lakshman,Torlone,F,406,1000114,OUTLOOK,MT,59252,M,N,91000,6.9,0,3800,0
Debby,Czaja,F,304,1000102,KOPPERSTON,WV,24854,M,N,94000,6.5,0,4000,0
Quingbo,Westin,F,918,1000031,OKLAHOMA CITY,OK,73184,S,N,39500,6.25,1000,0,0
Kali,Knecht,M,970,1000034,DEL NORTE,CO,81132,M,N,26500,4.63,0,0,0
Abhijit,Patrick,M,405,1000044,TALIHINA,OK,74571,S,Y,24000,6.25,1000,0,1000
Heidar,Addyman,M,770,1000016,NEWBORN,GA,30056,S,N,2500,2.4,2700,0,0
Jingde,Jonckers,M,410,1000039,OWINGS MILLS,MD,21117,S,Y,67500,4.75,2400,0,2400
Tamir,Dragt,F,701,1000097,BUTTE,ND,58723,S,Y,37500,2.1904194,3300,0,3300
Reed,Teniente,F,502,1000035,STEELE,KY,41566,S,N,93000,6.0,20,0,0
Oris,Schalk,F,302,1000145,DAGSBORO,DE,19939,S,Y,56500,5.711364,110,0,110
Han,Nitzan,M,505,1000102,SOLANO,NM,87746,M,N,93000,5.3,0,6600,0
Ranjan,Farkh,F,662,1000026,QUITMAN,MS,39355,S,Y,51000,5.0,6000,0,1500
Khue,Livari,M,701,1000098,BEACH,ND,58621,S,Y,45500,2.2831573,3300,0,3300
Massimiliano,Pekkanen,M,580,1000035,OKLAHOMA CITY,OK,73198,S,Y,84000,6.25,1000,0,1000
Morgan,Trenkov,M,401,1000101,JAMESTOWN,RI,2835,M,N,24500,0.0,0,0,0
Deganit,Osteen,F,401,1000102,ADAMSVILLE,RI,2801,S,Y,83000,0.0,0,0,0
Hoa,Cogolludo,F,406,1000115,DUTTON,MT,59433,M,Y,34500,6.9,0,3800,1900
Deanne,Shrager,F,336,1000007,KURE BEACH,NC,28449,S,Y,25500,6.2674828,3300,0,3300
Jiafu,Schuller,F,203,1000047,SANDY HOOK,CT,6482,S,Y,85500,5.0,12750,0,0
Natasha,Matzke,M,252,1000009,WADE,NC,28395,M,N,98000,7.7884617,0,6600,0
Okuhiko,Zheng,M,231,1000010,MCBRIDES,MI,48852,S,Y,78000,3.9,3100,0,3100
Peer,Quatrain,F,787,1000042,BARRANQUITAS,PR,794,S,Y,67500,0.0,0,0,0
Elsa,Jeffrey,F,218,1000020,WINTHROP,MN,55396,M,N,61000,7.510619,0,6600,0
Zhimming,Irshid,F,863,1000006,WINTER HAVEN,FL,33885,S,N,61500,0.0,0,0,0
Liangchun,Crampes,M,907,1000105,LOWER KALSKAG,AK,99626,M,N,64000,0.0,0,0,0
Kiyotoshi,Mineiro,F,501,1000035,WEST RIDGE,AR,72391,M,N,52500,7.0,0,40,0
Edmund,Haefner,M,573,1000014,PERRYVILLE,MO,63775,M,N,68500,6.0,0,4200,0
Gregoire,McConalogue,F,662,1000027,STRINGER,MS,39481,M,N,39000,5.0,0,12000,0
Lianwen,Dai,M,678,1000022,BERLIN,GA,31722,S,Y,39000,6.0,2700,0,3000
Mahadevamurty,Schaedler,M,571,1000007,WILLIAMSBURG,VA,23186,M,N,13000,4.6785717,0,1800,0
Hao,Aha,F,970,1000035,YUMA,CO,80759,M,N,69500,4.63,0,0,0
Junsik,Bracha,M,931,1000015,EAGAN,TN,37730,S,Y,48000,0.0,0,0,0
Akhilesh,Dayang,M,319,1000018,GALVA,IA,51020,S,Y,6000,1.090362,40,0,40
Zhengyan,Iwanska,F,203,1000048,BRIDGEPORT,CT,6610,S,Y,17000,5.0,12750,0,0
Gustav,Dangelo,M,706,1000013,BOSTWICK,GA,30623,M,N,44500,6.0,0,5400,0
Jianer,Pokoski,M,404,1000013,COTTON,GA,31739,S,Y,75500,6.0,2700,0,3000
Sakti,Gottsman,M,904,1000004,WALDO,FL,32694,M,N,94500,0.0,0,0,0
Fangzhen,Deogun,F,603,1000111,CONCORD,NH,3302,S,Y,7500,0.0,0,0,0
Hao,Tamm,F,775,1000039,LAS VEGAS,NV,89116,M,Y,27500,0.0,0,0,0
Poornachandra,Shermer,M,651,1000017,SAINT PAUL,MN,55125,M,N,68500,7.85,0,6600,0
Chamond,Lanneluc,M,971,1000033,ELGIN,OR,97827,S,Y,48000,9.0,159,0,159
Coenraad,Courtenage,M,803,1000042,BLACKVILLE,SC,29817,M,N,96500,7.0,0,6600,0
Naphtali,Aso,F,603,1000112,INTERVALE,NH,3845,M,Y,49500,0.0,0,0,0
Shelia,Vrckovnik,F,860,1000053,SOUTHPORT,CT,6890,S,Y,33000,5.0,12750,0,0
Kriton,Zaiane,M,202,1000119,WASHINGTON,DC,20370,S,Y,32000,9.0,1370,0,1370
Toniann,Sejnowski,F,208,1000102,CONDA,ID,83230,M,N,20000,6.948391,0,6600,0
Lingyuan,Heyers,F,732,1000010,FLEMINGTON,NJ,8822,M,N,71500,2.2121978,0,2000,0
Kinji,Parveen,F,715,1000025,CHIPPEWA FALLS,WI,54729,M,N,38500,5.1153464,0,1400,0
Shumeet,Bahl,F,775,1000040,GERLACH,NV,89412,M,N,97000,0.0,0,0,0
Kou,Almaini,M,601,1000034,DALEVILLE,MS,39326,M,N,78500,5.0,0,12000,0
Fredy,Bartels,M,423,1000019,BRUNSWICK,TN,38014,M,N,45000,0.0,0,0,0
Qingxun,Bottenbruch,F,207,1000109,BIDDEFORD POOL,ME,4006,M,N,99500,8.5,0,5700,0
Roseanne,Nozawa,F,423,1000020,COLLEGE GROVE,TN,37046,M,N,52000,0.0,0,0,0
Armand,Das,M,939,1000064,MAUNABO,PR,707,M,N,60500,0.0,0,0,0
Dogan,Gust,F,720,1000034,TABERNASH,CO,80478,M,N,63000,4.63,0,0,0
Josephine,Puppo,M,769,1000038,SOUTHAVEN,MS,38671,S,Y,35000,5.0,6000,0,1500
Joachim,Scanlon,F,406,1000116,ACTON,MT,59002,S,Y,36000,6.9,1900,0,1900
Barradas,Sancho,M,574,1000009,GOLDSMITH,IN,46045,S,Y,44000,3.4,1000,0,1000
Jagdish,Matheson,M,401,1000103,NORTH SMITHFIELD,RI,2896,S,Y,1000,0.0,0,0,0
Bud,Buckberry,M,754,1000007,POMPANO BEACH,FL,33065,S,Y,76000,0.0,0,0,0
Norwood,Oertly,M,802,1000099,JOHNSON,VT,5656,S,Y,44000,3.880526,3300,0,3300
Yasemin,Pavlova,F,860,1000054,WATERBURY,CT,6702,S,Y,37500,5.0,12750,0,0
Katsunori,Anstee,F,307,1000118,BASIN,WY,82410,M,N,23500,0.0,0,0,0
Janjao,Guetari,F,520,1000020,WILLIAMS,AZ,86046,M,N,37500,3.2962499,0,4200,0
Pnina,Barrington,F,304,1000103,VICTOR,WV,25938,S,N,6000,3.0,2000,0,0
Mokhtar,Tadokoro,F,970,1000036,BAYFIELD,CO,81122,M,N,60000,4.63,0,0,0
Luisa,Kohle,M,601,1000035,SEBASTOPOL,MS,39359,M,N,27500,5.0,0,12000,0
Stefania,Mouaddib,M,423,1000021,CYPRESS INN,TN,38452,M,N,95500,0.0,0,0,0
Kilnam,Mazenc,F,401,1000104,KENYON,RI,2836,S,Y,7000,0.0,0,0,0
Nayyer,Kovalyov,F,939,1000065,GUANICA,PR,653,M,N,16000,0.0,0,0,0
Zekeriya,Petersson,M,901,1000015,KNOXVILLE,TN,37928,M,N,89500,0.0,0,0,0
Nadeem,Deo,F,775,1000041,LAS VEGAS,NV,89132,S,Y,85000,0.0,0,0,0
Horatiu,Carrico,F,334,1000027,JACKSON,AL,36545,M,N,71500,5.0,0,3000,0
Hirano,Bober,F,515,1000024,MAURICE,IA,51036,M,N,64000,8.98,0,80,0
Fiona,Kelb,M,972,1000006,SAN ANTONIO,TX,78275,M,N,57500,0.0,0,0,0
Debashis,Pitoura,F,207,1000110,ASHLAND,ME,4732,M,N,65000,8.5,0,5700,0
Brahma,Naggar,F,410,1000040,BALTIMORE,MD,21268,M,N,94000,4.75,0,4800,0
Aziz,Saxton,F,907,1000106,KOTLIK,AK,99620,M,N,55000,0.0,0,0,0
Gopi,Dovidio,M,435,1000045,SALT LAKE CITY,UT,84124,M,N,89500,7.0,0,4950,0
Kiyotaka,Phoa,F,202,1000120,WASHINGTON,DC,20407,S,N,7000,4.5,1370,0,0
Blagoja,Maierhofer,M,610,1000012,LEVITTOWN,PA,19054,M,N,81000,3.07,0,0,0
Susanta,Faust,F,256,1000024,DOUGLAS,AL,35964,M,N,93000,5.0,0,3000,0
Vineeta,Ihde,F,248,1000011,VICKSBURG,MI,49097,M,N,69000,3.9,0,6200,0
Roswita,Eilertsen,F,434,1000017,VIRGINIA BEACH,VA,23463,M,N,33500,5.75,0,1800,0
Yannick,Cotta,M,857,1000015,MARSTONS MILLS,MA,2648,M,Y,99500,5.3,0,7150,1000
Mikkel,Jonscher,M,406,1000117,GRASS RANGE,MT,59032,M,N,90000,6.9,0,3800,0
Laks,Dabija,F,316,1000019,RANDALL,KS,66963,S,Y,84500,6.45,2250,0,2250
Djamila,Duspohl,F,620,1000029,NORTON,KS,67654,M,N,17500,3.9916666,0,4500,0
Slavian,Philipson,M,501,1000036,EDGEMONT,AR,72044,M,N,68500,7.0,0,40,0
Jinhui,Gerards,M,501,1000037,OAK GROVE,AR,72660,S,Y,60500,7.0,20,0,20
Keisuke,Olenski,M,785,1000031,WICHITA,KS,67223,M,N,52000,6.45,0,4500,0
Minjae,Purkayastha,F,802,1000100,JONESVILLE,VT,5466,S,Y,23500,3.6,3300,0,3300
Gyula,Prieto,F,563,1000022,HIAWATHA,IA,52233,M,N,61500,8.98,0,80,0
Sonoko,Carta,F,731,1000027,GOODLETTSVILLE,TN,37070,M,N,79500,0.0,0,0,0
Wenju,Merle,M,802,1000101,EAST DOVER,VT,5341,M,N,92000,4.8355083,0,6600,0
Joo,Waema,M,208,1000103,DESMET,ID,83824,S,Y,96500,7.8,3300,0,3300
Toshihisa,Rommel,F,443,1000022,FLINTSTONE,MD,21530,S,N,500,2.0,2400,0,0
Toshi,Morrison,M,573,1000015,HUMANSVILLE,MO,65674,M,N,1000,1.5,0,4200,0
Danilo,Winograd,F,706,1000014,RIVERDALE,GA,30274,M,N,80500,6.0,0,5400,0
Behcet,Whitney,M,307,1000119,SHELL,WY,82441,M,N,77500,0.0,0,0,0
Zeev,Koehl,M,307,1000120,BAIROIL,WY,82322,M,N,40000,0.0,0,0,0
Hideko,Koblitz,F,208,1000104,PAYETTE,ID,83661,M,N,7000,3.2580833,0,6600,0
Pierrette,Tollu,F,608,1000024,MINERAL POINT,WI,53565,M,N,6000,4.6,0,1400,0
Margot,Schairer,M,312,1000003,NORTH AURORA,IL,60542,M,N,74500,3.0,0,4000,0
Yerucham,Mondadori,F,401,1000105,CRANSTON,RI,2921,S,Y,74500,0.0,0,0,0
Nir,Abraham,F,402,1000061,SHELTON,NE,68876,S,Y,53500,6.84,103,0,103
Krithi,McKenna,F,505,1000103,CASA BLANCA,NM,87007,S,Y,67000,5.3,3300,0,3300
Mattias,Cavendish,M,508,1000009,QUINCY,MA,2269,M,N,22000,5.3,0,7150,0
Mihai,Duong,M,775,1000042,MESQUITE,NV,89034,M,N,71000,0.0,0,0,0
Thodoros,Nordbotten,F,205,1000023,BRILLIANT,AL,35548,M,N,72000,5.0,0,3000,0
Reijo,Sanidas,M,307,1000121,BOSLER,WY,82051,M,N,87000,0.0,0,0,0
Keiichi,Hotzel,M,843,1000031,PAWLEYS ISLAND,SC,29585,M,N,84500,7.0,0,6600,0
Mamoun,Gazzotti,F,334,1000028,MERIDIANVILLE,AL,35759,S,Y,64000,5.0,1500,0,300
Azuma,Poswig,F,985,1000017,MERRYVILLE,LA,70653,S,Y,82000,6.0,4500,0,1000
Ondrej,Minsker,F,423,1000022,SEYMOUR,TN,37865,M,N,74500,0.0,0,0,0
Komei,Nilsson,F,210,1000003,FORT WORTH,TX,76115,S,Y,45000,0.0,0,0,0
Gustav,Grbic,M,623,1000014,TUCSON,AZ,85775,S,Y,25500,3.11025,2100,0,2300
Turner,Coste,M,307,1000122,BAIROIL,WY,82322,M,N,41000,0.0,0,0,0
Gherin,Blackard,M,541,1000030,WARRENTON,OR,97146,M,N,85500,9.0,0,318,0
Hongjing,Heyman,F,503,1000039,PAISLEY,OR,97636,S,Y,91000,9.0,159,0,159
Tracey,Vigna,F,425,1000025,CHINOOK,WA,98614,M,N,80000,0.0,0,0,0
Zubin,Mascha,M,417,1000014,WHITEOAK,MO,63880,M,N,86500,6.0,0,4200,0
Pius,Broca,F,412,1000019,SHADY GROVE,PA,17256,M,N,20500,3.07,0,0,0
Aleksy,Rustenburg,F,907,1000107,SAINT MICHAEL,AK,99659,M,N,64000,0.0,0,0,0
Inguna,Sejnowski,M,843,1000032,HILTON HEAD ISLAND,SC,29925,M,N,70500,7.0,0,6600,0
Sumitaka,Kehtarnavaz,M,605,1000092,ERWIN,SD,57233,M,N,54500,0.0,0,0,0
Miron,Kugelmass,F,662,1000028,LAUREL,MS,39442,M,N,24000,5.0,0,12000,0
Shantanu,Tischendorf,M,808,1000090,WAIMANALO,HI,96795,S,Y,96000,8.25,1040,0,1040
Pierdaniele,Colmerauer,F,206,1000017,SEATTLE,WA,98121,S,N,33500,0.0,0,0,0
Janjao,Tolva,F,435,1000046,SPRINGVILLE,UT,84663,M,N,92000,7.0,0,4950,0
Celia,Wroclawski,M,808,1000091,HONOLULU,HI,96811,S,Y,40500,8.25,1040,0,1040
Harvinder,Rensink,M,804,1000014,TAPPAHANNOCK,VA,22560,M,N,83000,5.75,0,1800,0
Spyrose,Reusch,M,302,1000146,WILMINGTON,DE,19804,S,Y,41500,4.6886363,110,0,110
Xinfeng,Noll,M,765,1000014,NEW WAVERLY,IN,46961,M,N,35500,3.4,0,2000,0
Gyora,Snedden,M,304,1000104,CHARLESTON,WV,25333,S,Y,65500,6.5,2000,0,2000
Themis,Pedicini,M,443,1000023,PASADENA,MD,21123,S,Y,84500,4.75,2400,0,2400
Taeko,Mongenet,M,970,1000037,HOOPER,CO,81136,S,Y,15500,4.63,0,0,0
Plamenka,Nabli,M,787,1000043,CAROLINA,PR,986,S,Y,57500,0.0,0,0,0
Billur,Sawaragi,F,787,1000044,GUAYNABO,PR,969,S,Y,37000,0.0,0,0,0
Hidetaka,Balazs,F,517,1000020,MARSHALL,MI,49069,S,Y,84000,3.9,3100,0,3100
Juichirou,Blelloch,F,234,1000008,ORRVILLE,OH,44667,M,N,52000,2.272159,0,2600,0
Tahsin,Vogley,F,580,1000036,TULSA,OK,74101,S,Y,53000,6.25,1000,0,1000
Ramya,Sione,M,308,1000056,DORCHESTER,NE,68343,S,Y,85500,6.84,103,0,103
Joan,Vaudenay,M,302,1000147,LEWES,DE,19958,M,Y,63000,5.95,0,220,110
Herward,Vural,M,406,1000118,WIBAUX,MT,59353,S,Y,3500,1.6103449,1900,0,1900
Naphtali,Schonlau,F,229,1000019,ATLANTA,GA,30305,S,N,7500,6.0,2700,0,0
Ashutosh,Cappo,M,503,1000040,PORTLAND,OR,97272,M,Y,30500,9.0,0,318,159
Moray,Bacciotti,M,307,1000123,LARAMIE,WY,82071,S,Y,15000,0.0,0,0,0
Arlette,Klaschka,F,860,1000055,STAMFORD,CT,6907,M,N,7000,3.0,0,24500,0
Inien,Prochazka,F,316,1000020,TOPEKA,KS,66636,M,Y,70500,6.45,0,4500,2250
Rimon,Elsanadidi,M,443,1000024,LAUREL,MD,20726,M,N,74500,4.75,0,4800,0
Christa,Hanakawa,M,641,1000028,HARPER,IA,52231,S,Y,2500,0.55003923,40,0,40
Eleanor,Rubsam,F,618,1000016,MAPLETON,IL,61547,S,Y,82500,3.0,2000,0,2000
Trudi,Cardinael,F,412,1000020,PITTSBURGH,PA,15205,M,N,95500,3.07,0,0,0
Bosco,Shimohara,F,605,1000093,MOBRIDGE,SD,57601,M,N,33500,0.0,0,0,0
